Time, Date, Latitude, Longitude, Elevation, Speed (Knots), Angle, Fix, Quality, Satellites, Color Temp, Lux, R, G, B, C
7:25:35.0,9/21/2014,3407.7434N,11808.8925W,230.50,0.20,200.49,1,2,7,4166,113,122,138,88,360
7:25:36.0,9/21/2014,3407.7434N,11808.8925W,230.50,0.09,217.93,1,2,7,4209,113,122,138,89,361
7:25:37.0,9/21/2014,3407.7434N,11808.8925W,230.50,0.02,7.45,1,2,7,4179,114,123,139,89,362
7:25:38.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.02,7.45,1,2,7,4179,114,123,139,89,363
7:25:38.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.07,76.06,1,2,7,4179,114,123,139,89,363
7:25:39.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.09,70.83,1,2,7,4179,114,123,139,89,364
7:25:40.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.01,136.78,1,2,7,4179,114,123,139,89,363
7:25:41.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.05,196.84,1,2,7,4179,114,123,139,89,362
7:25:42.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.17,219.76,1,2,7,4179,114,123,139,89,364
7:25:43.0,9/21/2014,3407.7434N,11808.8925W,230.30,0.16,211.64,1,2,7,4179,114,123,139,89,363
7:25:44.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.16,211.64,1,2,8,4179,114,123,139,89,363
7:25:44.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.15,204.02,1,2,8,4179,114,123,139,89,363
7:25:45.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.07,247.93,1,2,8,4179,114,123,139,89,364
7:25:46.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.16,254.46,1,2,8,4222,113,123,139,90,364
7:25:47.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.40,225.16,1,2,8,4179,114,123,139,89,363
7:25:48.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.27,179.58,1,2,8,4179,114,123,139,89,362
7:25:49.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.20,173.84,1,2,8,4179,114,123,139,89,362
7:25:50.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.08,146.23,1,2,8,4179,114,123,139,89,363
7:25:51.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.18,145.94,1,2,8,4179,114,123,139,89,363
7:25:52.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.03,242.93,1,2,8,4179,114,123,139,89,364
7:25:53.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.03,242.93,1,2,8,4179,114,123,139,89,364
7:25:53.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.10,241.70,1,2,8,4179,114,123,139,89,364
7:25:54.0,9/21/2014,3407.7429N,11808.8935W,230.40,0.03,239.28,1,2,8,4179,114,123,139,89,364
7:25:55.0,9/21/2014,3407.7429N,11808.8935W,230.40,0.01,214.17,1,2,8,4179,114,123,139,89,364
7:25:56.0,9/21/2014,3407.7429N,11808.8935W,230.40,0.01,214.17,1,2,8,4179,114,123,139,89,364
7:25:56.0,9/21/2014,3407.7429N,11808.8935W,230.40,0.18,38.52,1,2,8,4179,114,123,139,89,364
7:25:57.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.19,17.90,1,2,8,4179,114,123,139,89,363
7:25:58.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.22,16.02,1,2,8,4179,114,123,139,89,364
7:25:59.0,9/21/2014,3407.7431N,11808.8935W,230.40,0.22,359.27,1,2,8,4222,113,123,139,90,364
7:26:0.0,9/21/2014,3407.7434N,11808.8935W,230.40,0.15,53.83,1,2,8,4222,113,123,139,90,364
7:26:1.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.14,31.48,1,2,8,4179,114,123,139,89,364
7:26:2.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.14,31.48,1,2,8,4179,114,123,139,89,364
7:26:2.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.21,78.35,1,2,8,4179,114,123,139,89,364
7:26:3.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.14,74.37,1,2,8,4179,114,123,139,89,364
7:26:4.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.20,85.08,1,2,8,4179,114,123,139,89,363
7:26:5.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.20,85.08,1,2,8,4166,113,122,138,88,361
7:26:5.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.24,67.45,1,2,8,4179,114,123,139,89,364
7:26:6.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.10,112.76,1,2,8,4179,114,123,139,89,363
7:26:7.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.03,136.87,1,2,8,4179,114,123,139,89,364
7:26:8.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.05,336.53,1,2,8,4179,114,123,139,89,363
7:26:9.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.03,37.14,1,2,8,4179,114,123,139,89,364
7:26:10.0,9/21/2014,3407.7434N,11808.8925W,230.40,0.03,52.28,1,2,8,4179,114,123,139,89,364
7:26:11.0,9/21/2014,3407.7434N,11808.8925W,230.20,0.03,52.28,1,2,9,4179,114,123,139,89,364
7:26:11.0,9/21/2014,3407.7434N,11808.8925W,230.20,0.09,20.07,1,2,9,4179,114,123,139,89,364
7:26:12.0,9/21/2014,3407.7434N,11808.8935W,230.20,0.03,342.11,1,2,9,4222,113,123,139,90,364
7:26:13.0,9/21/2014,3407.7434N,11808.8935W,230.20,0.10,186.21,1,2,9,4222,113,123,139,90,364
7:26:14.0,9/21/2014,3407.7434N,11808.8935W,230.20,0.07,209.02,1,2,9,4179,114,123,139,89,364
7:26:15.0,9/21/2014,3407.7434N,11808.8935W,230.20,0.03,264.35,1,2,9,4179,114,123,139,89,363
7:26:16.0,9/21/2014,3407.7431N,11808.8935W,230.20,0.07,211.17,1,2,9,4179,114,123,139,89,363
7:26:17.0,9/21/2014,3407.7431N,11808.8935W,230.20,0.16,194.28,1,2,9,4179,114,123,139,89,364
7:26:18.0,9/21/2014,3407.7431N,11808.8935W,230.20,0.03,113.39,1,2,9,4179,114,123,139,89,363
7:26:19.0,9/21/2014,3407.7431N,11808.8935W,230.20,0.17,111.61,1,2,9,4179,114,123,139,89,363
7:26:20.0,9/21/2014,3407.7431N,11808.8935W,229.40,0.17,111.61,1,2,9,4179,114,123,139,89,363
7:26:20.0,9/21/2014,3407.7431N,11808.8935W,229.40,0.07,51.71,1,2,9,4179,114,123,139,89,363
7:26:21.0,9/21/2014,3407.7431N,11808.8935W,229.40,0.05,130.87,1,2,9,4179,114,123,139,89,364
7:26:22.0,9/21/2014,3407.7429N,11808.8935W,229.40,0.17,115.03,1,2,9,4179,114,123,139,89,364
7:26:23.0,9/21/2014,3407.7426N,11808.8935W,229.20,0.17,115.03,1,2,9,4179,114,123,139,89,363
7:26:23.0,9/21/2014,3407.7426N,11808.8935W,229.20,0.24,148.50,1,2,9,4179,114,123,139,89,364
7:26:24.0,9/21/2014,3407.7426N,11808.8935W,229.20,0.13,147.74,1,2,9,4222,113,123,139,90,364
7:26:25.0,9/21/2014,3407.7424N,11808.8935W,229.20,0.17,157.40,1,2,9,4222,113,123,139,90,364
7:26:26.0,9/21/2014,3407.7424N,11808.8935W,228.80,0.17,157.40,1,2,9,4222,113,123,139,90,364
7:26:26.0,9/21/2014,3407.7424N,11808.8935W,228.80,0.26,128.62,1,2,9,4222,113,123,139,90,364
7:26:27.0,9/21/2014,3407.7424N,11808.8935W,228.80,0.21,163.24,1,2,9,4222,113,123,139,90,364
7:26:28.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.14,133.94,1,2,9,4222,113,123,139,90,364
7:26:29.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.14,144.67,1,2,9,4222,113,123,139,90,364
7:26:30.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.07,174.78,1,2,9,4222,113,123,139,90,364
7:26:31.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.08,3.43,1,2,9,4179,114,123,139,89,364
7:26:32.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.10,107.36,1,2,9,4179,114,123,139,89,363
7:26:33.0,9/21/2014,3407.7419N,11808.8935W,228.80,0.12,101.52,1,2,9,4179,114,123,139,89,363
7:26:34.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.14,43.31,1,2,9,4179,114,123,139,89,364
7:26:35.0,9/21/2014,3407.7421N,11808.8935W,228.80,0.17,28.64,1,2,9,4179,114,123,139,89,364
7:26:36.0,9/21/2014,3407.7421N,11808.8925W,228.80,0.08,32.14,1,2,9,4222,113,123,139,90,364
7:26:37.0,9/21/2014,3407.7421N,11808.8925W,228.80,0.17,95.38,1,2,9,4179,114,123,139,89,364
7:26:38.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.17,95.38,1,2,9,4179,114,123,139,89,364
7:26:38.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.11,18.52,1,2,9,4179,114,123,139,89,364
7:26:39.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.15,355.28,1,2,9,4179,114,123,139,89,363
7:26:40.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.07,321.63,1,2,9,4179,114,123,139,89,364
7:26:41.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.07,321.63,1,2,9,4179,114,123,139,89,364
7:26:41.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.05,321.71,1,2,9,4179,114,123,139,89,364
7:26:42.0,9/21/2014,3407.7421N,11808.8925W,228.10,0.13,324.19,1,2,9,4179,114,123,139,89,364
7:26:43.0,9/21/2014,3407.7424N,11808.8925W,228.10,0.04,288.97,1,2,9,4179,114,123,139,89,364
7:26:44.0,9/21/2014,3407.7424N,11808.8925W,227.90,0.04,288.97,1,2,9,4179,114,123,139,89,364
7:26:44.0,9/21/2014,3407.7424N,11808.8925W,227.90,0.05,191.36,1,2,9,4222,113,123,139,90,364
7:26:45.0,9/21/2014,3407.7424N,11808.8925W,227.90,0.14,168.45,1,2,9,4179,114,123,139,89,364
7:26:46.0,9/21/2014,3407.7424N,11808.8925W,227.90,0.14,177.11,1,2,9,4179,114,123,139,89,364
7:26:47.0,9/21/2014,3407.7424N,11808.8925W,227.90,0.20,203.31,1,2,9,4222,113,123,139,90,364
7:26:48.0,9/21/2014,3407.7426N,11808.8925W,227.90,0.11,216.95,1,2,9,4179,114,123,139,89,362
7:26:49.0,9/21/2014,3407.7426N,11808.8925W,227.90,0.11,197.97,1,2,9,4179,114,123,139,89,363
7:26:50.0,9/21/2014,3407.7426N,11808.8925W,227.00,0.11,197.97,1,2,9,4179,114,123,139,89,363
7:26:50.0,9/21/2014,3407.7426N,11808.8925W,227.00,0.18,146.25,1,2,9,4179,114,123,139,89,364
7:26:51.0,9/21/2014,3407.7429N,11808.8925W,227.00,0.08,198.28,1,2,9,4222,113,123,139,90,364
7:26:52.0,9/21/2014,3407.7431N,11808.8925W,227.00,0.09,192.62,1,2,9,4173,115,123,140,89,364
7:26:53.0,9/21/2014,3407.7431N,11808.8925W,227.00,0.08,191.34,1,2,9,4172,112,122,137,88,360
7:26:54.0,9/21/2014,3407.7434N,11808.8925W,227.00,0.10,286.55,1,2,9,4179,114,123,139,89,364
7:26:55.0,9/21/2014,3407.7434N,11808.8925W,227.00,0.09,199.11,1,2,9,4173,115,123,140,89,365
7:26:56.0,9/21/2014,3407.7436N,11808.8925W,227.00,0.18,229.08,1,2,9,4215,115,123,140,90,365
7:26:57.0,9/21/2014,3407.7436N,11808.8916W,227.00,0.26,201.58,1,2,9,4179,114,123,139,89,364
7:26:58.0,9/21/2014,3407.7438N,11808.8916W,227.00,0.10,205.30,1,2,9,4179,114,123,139,89,364
7:26:59.0,9/21/2014,3407.7441N,11808.8916W,227.00,0.01,76.46,1,2,9,4179,114,123,139,89,364
7:27:0.0,9/21/2014,3407.7443N,11808.8916W,227.00,0.03,82.26,1,2,9,4179,114,123,139,89,364
7:27:1.0,9/21/2014,3407.7443N,11808.8916W,227.00,0.11,89.13,1,2,9,4179,114,123,139,89,364
7:27:2.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.11,89.13,1,2,9,4179,114,123,139,89,365
7:27:2.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.07,93.15,1,2,9,4179,114,123,139,89,365
7:27:3.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.14,57.76,1,2,9,4179,114,123,139,89,364
7:27:4.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.07,128.12,1,2,9,4179,114,123,139,89,364
7:27:5.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.07,128.12,1,2,9,4209,113,122,138,89,361
7:27:5.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.04,242.08,1,2,9,4215,115,123,140,90,366
7:27:6.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.10,166.80,1,2,9,4235,104,113,128,83,335
7:27:7.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.14,75.29,1,2,9,4283,92,104,116,77,307
7:27:8.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.19,30.01,1,2,9,4274,94,104,117,77,308
7:27:9.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.15,4.17,1,2,9,4274,94,104,117,77,308
7:27:10.0,9/21/2014,3407.7443N,11808.8916W,225.60,0.22,57.64,1,2,9,4274,94,104,117,77,308
7:27:11.0,9/21/2014,3407.7443N,11808.8906W,225.60,0.28,37.82,1,2,9,4274,94,104,117,77,308
7:27:12.0,9/21/2014,3407.7443N,11808.8906W,225.60,0.35,47.64,1,2,9,4274,94,104,117,77,307
7:27:13.0,9/21/2014,3407.7446N,11808.8906W,225.60,0.30,50.25,1,2,9,4274,94,104,117,77,307
7:27:14.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.30,50.25,1,2,9,4274,94,104,117,77,307
7:27:14.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.27,45.59,1,2,9,4274,94,104,117,77,307
7:27:15.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.05,186.20,1,2,9,4274,94,104,117,77,308
7:27:16.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.03,247.88,1,2,9,4274,94,104,117,77,308
7:27:17.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.04,285.01,1,2,9,4274,94,104,117,77,308
7:27:18.0,9/21/2014,3407.7446N,11808.8906W,225.50,0.12,329.06,1,2,9,4274,94,104,117,77,308
7:27:19.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.10,275.04,1,2,9,4274,94,104,117,77,308
7:27:20.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.06,144.42,1,2,9,4274,94,104,117,77,308
7:27:21.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.14,349.19,1,2,9,4274,94,104,117,77,308
7:27:22.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.19,326.03,1,2,9,4274,94,104,117,77,308
7:27:23.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.19,326.03,1,2,9,4274,94,104,117,77,308
7:27:23.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.10,24.27,1,2,9,4274,94,104,117,77,308
7:27:24.0,9/21/2014,3407.7448N,11808.8906W,225.50,0.22,6.73,1,2,9,4274,94,104,117,77,308
7:27:25.0,9/21/2014,3407.7451N,11808.8906W,225.50,0.17,7.90,1,2,9,4274,94,104,117,77,308
7:27:26.0,9/21/2014,3407.7451N,11808.8906W,225.50,0.17,7.90,1,2,9,4274,94,104,117,77,308
7:27:26.0,9/21/2014,3407.7451N,11808.8906W,225.50,0.14,79.06,1,2,9,4274,94,104,117,77,308
7:27:27.0,9/21/2014,3407.7451N,11808.8906W,225.50,0.09,346.31,1,2,9,4274,94,104,117,77,308
7:27:28.0,9/21/2014,3407.7451N,11808.8906W,225.50,0.06,10.15,1,2,9,4274,94,104,117,77,308
7:27:29.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.06,10.15,1,2,9,4274,94,104,117,77,308
7:27:29.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.05,89.61,1,2,9,4274,94,104,117,77,308
7:27:30.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.18,310.15,1,2,9,4274,94,104,117,77,308
7:27:31.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.04,258.43,1,2,9,4274,94,104,117,77,308
7:27:32.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.06,281.34,1,2,9,4274,94,104,117,77,308
7:27:33.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.07,300.01,1,2,9,4274,94,104,117,77,308
7:27:34.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.10,291.35,1,2,9,4274,94,104,117,77,308
7:27:35.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.08,310.34,1,2,9,4274,94,104,117,77,308
7:27:36.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.05,251.99,1,2,9,4274,94,104,117,77,308
7:27:37.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.10,168.02,1,2,9,4274,94,104,117,77,308
7:27:38.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.14,191.33,1,2,9,4274,94,104,117,77,308
7:27:39.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.26,185.71,1,2,9,4274,94,104,117,77,308
7:27:40.0,9/21/2014,3407.7451N,11808.8906W,225.40,0.27,193.51,1,2,9,4179,114,123,139,89,364
7:27:41.0,9/21/2014,3407.7448N,11808.8906W,225.40,0.21,177.33,1,2,9,4179,114,123,139,89,362
7:27:42.0,9/21/2014,3407.7448N,11808.8906W,225.40,0.08,197.32,1,2,9,4209,113,122,138,89,362
7:27:43.0,9/21/2014,3407.7448N,11808.8906W,225.40,0.12,227.69,1,2,9,4209,113,122,138,89,362
7:27:44.0,9/21/2014,3407.7448N,11808.8906W,225.40,0.23,215.29,1,2,9,4179,114,123,139,89,362
7:27:45.0,9/21/2014,3407.7448N,11808.8906W,225.40,0.18,188.22,1,2,9,4146,111,120,135,86,353
7:27:46.0,9/21/2014,3407.7446N,11808.8906W,225.40,0.20,189.09,1,2,9,4152,109,120,134,86,352
7:27:47.0,9/21/2014,3407.7446N,11808.8906W,225.40,0.12,177.28,1,2,9,4159,111,121,136,87,355
7:27:48.0,9/21/2014,3407.7446N,11808.8906W,225.40,0.11,204.20,1,2,9,4159,111,121,136,87,355
7:27:49.0,9/21/2014,3407.7446N,11808.8916W,225.40,0.13,205.28,1,2,9,4159,111,121,136,87,355
7:27:50.0,9/21/2014,3407.7446N,11808.8916W,225.40,0.16,204.56,1,2,9,4146,111,120,135,86,352
7:27:51.0,9/21/2014,3407.7443N,11808.8916W,225.40,0.22,204.92,1,2,9,4146,111,120,135,86,353
7:27:52.0,9/21/2014,3407.7443N,11808.8916W,225.40,0.19,236.84,1,2,9,4122,110,121,135,86,353
7:27:53.0,9/21/2014,3407.7443N,11808.8916W,225.40,0.19,184.11,1,2,9,4122,110,121,135,86,353
7:27:54.0,9/21/2014,3407.7443N,11808.8916W,225.40,0.22,185.21,1,2,9,4122,110,121,135,86,353
7:27:55.0,9/21/2014,3407.7443N,11808.8916W,225.40,0.27,167.74,1,2,9,4146,111,120,135,86,353
7:27:56.0,9/21/2014,3407.7441N,11808.8916W,225.40,0.31,168.25,1,2,9,4122,110,121,135,86,353
7:27:57.0,9/21/2014,3407.7441N,11808.8916W,225.40,0.25,190.69,1,2,9,4122,110,121,135,86,353
7:27:58.0,9/21/2014,3407.7441N,11808.8916W,225.40,0.19,243.21,1,2,9,4165,110,121,135,87,354
7:27:59.0,9/21/2014,3407.7441N,11808.8916W,225.40,0.36,232.88,1,2,9,4165,110,121,135,87,354
7:28:0.0,9/21/2014,3407.7438N,11808.8916W,225.40,0.36,233.87,1,2,9,4165,110,121,135,87,354
7:28:1.0,9/21/2014,3407.7438N,11808.8916W,225.40,0.31,226.45,1,2,9,4165,110,121,135,87,354
7:28:2.0,9/21/2014,3407.7438N,11808.8916W,225.40,0.38,230.85,1,2,9,4170,107,118,132,85,345
7:28:3.0,9/21/2014,3407.7438N,11808.8916W,225.40,0.22,229.40,1,2,9,4214,93,103,115,75,302
7:28:4.0,9/21/2014,3407.7438N,11808.8916W,225.30,0.22,229.40,1,2,8,4214,93,103,115,75,302
7:28:4.0,9/21/2014,3407.7438N,11808.8916W,225.30,0.09,248.78,1,2,8,4243,93,102,115,75,302
7:28:5.0,9/21/2014,3407.7436N,11808.8916W,225.30,0.14,201.76,1,2,8,4243,93,102,115,75,302
7:28:6.0,9/21/2014,3407.7434N,11808.8916W,225.30,0.18,206.11,1,2,8,4252,91,102,114,75,301
7:28:7.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.18,206.11,1,2,8,4252,91,102,114,75,301
7:28:7.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.14,196.28,1,2,8,4243,93,102,115,75,302
7:28:8.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.09,215.42,1,2,8,4214,93,103,115,75,303
7:28:9.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.05,318.91,1,2,8,4189,106,116,130,84,342
7:28:10.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.13,246.56,1,2,8,4165,110,121,135,87,356
7:28:11.0,9/21/2014,3407.7434N,11808.8925W,224.80,0.31,204.73,1,2,8,4165,110,121,135,87,356
7:28:12.0,9/21/2014,3407.7431N,11808.8925W,224.80,0.15,180.04,1,2,8,4165,110,121,135,87,357
7:28:13.0,9/21/2014,3407.7431N,11808.8925W,224.80,0.15,177.27,1,2,8,4165,110,121,135,87,355
7:28:14.0,9/21/2014,3407.7431N,11808.8925W,224.80,0.30,165.05,1,2,8,4165,110,121,135,87,357
7:28:15.0,9/21/2014,3407.7429N,11808.8925W,224.80,0.29,163.76,1,2,8,4165,110,121,135,87,355
7:28:16.0,9/21/2014,3407.7429N,11808.8925W,224.80,0.26,230.23,1,2,8,4203,110,121,136,88,358
7:28:17.0,9/21/2014,3407.7429N,11808.8925W,224.80,0.32,226.68,1,2,8,4203,110,121,136,88,358
7:28:18.0,9/21/2014,3407.7426N,11808.8925W,224.80,0.34,216.28,1,2,8,4203,110,121,136,88,358
7:28:19.0,9/21/2014,3407.7426N,11808.8925W,224.80,0.33,202.11,1,2,8,4203,110,121,136,88,359
7:28:20.0,9/21/2014,3407.7426N,11808.8925W,224.80,0.32,185.66,1,2,8,4203,110,121,136,88,358
7:28:21.0,9/21/2014,3407.7426N,11808.8925W,224.80,0.20,205.29,1,2,8,4203,110,121,136,88,358
7:28:22.0,9/21/2014,3407.7424N,11808.8925W,224.20,0.20,205.29,1,2,8,4203,110,121,136,88,358
7:28:22.0,9/21/2014,3407.7424N,11808.8925W,224.20,0.23,202.99,1,2,8,4203,110,121,136,88,358
7:28:23.0,9/21/2014,3407.7424N,11808.8925W,224.20,0.26,213.38,1,2,8,4203,110,121,136,88,358
7:28:24.0,9/21/2014,3407.7424N,11808.8925W,224.20,0.28,200.85,1,2,8,4165,110,121,135,87,356
7:28:25.0,9/21/2014,3407.7421N,11808.8925W,224.20,0.28,200.85,1,2,8,4145,107,119,132,85,350
7:28:25.0,9/21/2014,3407.7421N,11808.8925W,224.20,0.28,204.48,1,2,8,4196,108,120,134,87,355
7:28:26.0,9/21/2014,3407.7421N,11808.8925W,224.20,0.24,204.85,1,2,8,4196,108,120,134,87,355
7:28:27.0,9/21/2014,3407.7421N,11808.8925W,224.20,0.27,203.37,1,2,8,4196,108,120,134,87,355
7:28:28.0,9/21/2014,3407.7421N,11808.8925W,224.10,0.27,203.37,1,2,8,4196,108,120,134,87,354
7:28:28.0,9/21/2014,3407.7421N,11808.8925W,224.10,0.21,213.17,1,2,8,4196,108,120,134,87,355
7:28:29.0,9/21/2014,3407.7421N,11808.8925W,224.10,0.21,218.00,1,2,8,4171,108,121,134,87,356
7:28:30.0,9/21/2014,3407.7419N,11808.8925W,224.10,0.25,202.94,1,2,8,4171,108,121,134,87,356
7:28:31.0,9/21/2014,3407.7419N,11808.8925W,224.10,0.25,220.00,1,2,8,4196,108,120,134,87,355
7:28:32.0,9/21/2014,3407.7419N,11808.8925W,224.10,0.22,240.46,1,2,8,4171,108,121,134,87,356
7:28:33.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.13,215.45,1,2,8,4196,108,120,134,87,355
7:28:34.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.13,215.45,1,2,8,4196,108,120,134,87,355
7:28:34.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.18,215.87,1,2,8,4196,108,120,134,87,355
7:28:35.0,9/21/2014,3407.7416N,11808.8935W,224.10,0.09,262.31,1,2,8,4158,108,120,133,86,353
7:28:36.0,9/21/2014,3407.7416N,11808.8935W,224.10,0.17,319.50,1,2,8,4152,109,120,134,86,354
7:28:37.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.16,336.41,1,2,8,4171,108,121,134,87,356
7:28:38.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.11,0.08,1,2,8,4196,108,120,134,87,356
7:28:39.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.22,3.02,1,2,8,4196,108,120,134,87,356
7:28:40.0,9/21/2014,3407.7419N,11808.8935W,224.10,0.42,12.11,1,2,8,4196,108,120,134,87,356
7:28:41.0,9/21/2014,3407.7421N,11808.8935W,224.10,0.48,9.85,1,2,8,4196,108,120,134,87,356
7:28:42.0,9/21/2014,3407.7421N,11808.8935W,224.10,0.55,6.92,1,2,8,4196,108,120,134,87,356
7:28:43.0,9/21/2014,3407.7424N,11808.8935W,224.10,0.56,4.99,1,2,8,4196,108,120,134,87,356
7:28:44.0,9/21/2014,3407.7426N,11808.8935W,224.10,0.59,13.18,1,2,8,4229,103,115,128,84,342
7:28:45.0,9/21/2014,3407.7429N,11808.8925W,224.10,0.58,11.56,1,2,8,4274,94,104,117,77,311
7:28:46.0,9/21/2014,3407.7434N,11808.8925W,224.00,0.58,11.56,1,2,8,4283,92,104,116,77,311
7:28:46.0,9/21/2014,3407.7434N,11808.8925W,224.00,0.59,15.68,1,2,8,4283,92,104,116,77,310
7:28:47.0,9/21/2014,3407.7438N,11808.8925W,224.00,0.63,20.70,1,2,8,4283,92,104,116,77,310
7:28:48.0,9/21/2014,3407.7443N,11808.8925W,224.00,0.42,15.91,1,2,8,4283,92,104,116,77,310
7:28:49.0,9/21/2014,3407.7451N,11808.8925W,223.80,0.42,15.91,1,2,8,4283,92,104,116,77,310
7:28:49.0,9/21/2014,3407.7451N,11808.8925W,223.80,0.35,304.33,1,2,8,4329,93,104,117,78,311
7:28:50.0,9/21/2014,3407.7456N,11808.8925W,223.80,0.49,290.96,1,2,8,4210,109,121,135,88,357
7:28:51.0,9/21/2014,3407.7460N,11808.8925W,223.80,0.12,278.30,1,2,8,4229,107,119,133,87,353
7:28:52.0,9/21/2014,3407.7460N,11808.8925W,223.80,0.35,131.02,1,2,8,4260,94,106,118,78,315
7:28:53.0,9/21/2014,3407.7460N,11808.8925W,223.80,0.18,203.12,1,2,8,4238,92,104,115,76,307
7:28:54.0,9/21/2014,3407.7460N,11808.8925W,223.80,0.22,125.82,1,2,8,4238,92,104,115,76,307
7:28:55.0,9/21/2014,3407.7460N,11808.8925W,223.60,0.22,125.82,1,2,8,4268,92,103,115,76,307
7:28:55.0,9/21/2014,3407.7460N,11808.8925W,223.60,0.49,75.61,1,2,8,4268,92,103,115,76,307
7:28:56.0,9/21/2014,3407.7460N,11808.8916W,223.60,0.23,87.92,1,2,8,4268,92,103,115,76,306
7:28:57.0,9/21/2014,3407.7460N,11808.8916W,223.60,0.24,88.87,1,2,8,4268,92,103,115,76,307
